state code,state,county,cz,czname,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_se, pooled_pooled_count ,kfr_black_pooled_p25,kfr_black_pooled_p25_se,kfr_hisp_pooled_p25,kfr_hisp_pooled_p25_se,kfr_white_pooled_p25,kfr_white_pooled_p25_se,jail_black_pooled_p25,jail_black_pooled_p25_se,jail_hisp_pooled_p25,jail_hisp_pooled_p25_se,jail_white_pooled_p25,jail_white_pooled_p25_se, white_pooled_count , black_pooled_count , hisp_pooled_count ,kfr_pooled_female_p25,kfr_pooled_female_p25_se,kfr_pooled_male_p25,kfr_pooled_male_p25_se,jail_pooled_female_p25,jail_pooled_female_p25_se,jail_pooled_male_p25,jail_pooled_male_p25_se, pooled_male_count , pooled_female_count ,kfr_black_female_p25,kfr_black_female_p25_se,kfr_hisp_female_p25,kfr_hisp_female_p25_se,kfr_white_female_p25,kfr_white_female_p25_se,kfr_black_male_p25,kfr_black_male_p25_se,kfr_hisp_male_p25,kfr_hisp_male_p25_se,kfr_white_male_p25,kfr_white_male_p25_se,jail_black_female_p25,jail_black_female_p25_se,jail_hisp_female_p25,jail_hisp_female_p25_se,jail_white_female_p25,jail_white_female_p25_se,jail_black_male_p25,jail_black_male_p25_se,jail_hisp_male_p25,jail_hisp_male_p25_se,jail_white_male_p25,jail_white_male_p25_se, white_male_count , black_male_count , hisp_male_count , white_female_count , black_female_count , hisp_female_count 
22,LOUISIANA,119,4002,Shreveport,0.38,0.01,0.05,0.0,"  6,977 ",0.32,0.01,0.35,0.04,0.46,0.01,0.07,0.01,0.22,0.04,0.02,0.0,"  3,085 ","  3,878 ",  83 ,0.38,0.01,0.39,0.01,0.01,0.0,0.1,0.01,"  3,529 ","  3,448 ",0.33,0.01,0.34,0.05,0.44,0.01,0.31,0.01,0.36,0.06,0.48,0.01,0.01,0.0,-0.02,0.01,0.01,0.0,0.13,0.02,0.269,0.08,0.04,0.009,"  1,547 ","  1,997 ",  38 ,"  1,537 ","  1,882 ",  46 
22,LOUISIANA,121,3500,Baton Rouge,0.38,0.01,0.03,0.01,"  2,977 ",0.32,0.01,0.36,0.05,0.47,0.01,0.04,0.01,-0.01,0.01,0.02,0.01,"  1,091 ","  1,824 ",  59 ,0.38,0.01,0.38,0.01,0.01,0.0,0.06,0.01,"  1,502 ","  1,475 ",0.33,0.01,,,0.47,0.02,0.32,0.01,,,0.47,0.02,0.0,0.0,,,0.0,0.01,0.09,0.02,,,0.03,0.013,  562 ,  962 ,,  528 ,  867 ,
22,LOUISIANA,123,3902,Lake Providence,0.46,0.01,0.01,0.0,"  2,170 ",0.36,0.02,0.54,0.07,0.48,0.01,0.01,0.01,0.14,0.07,0.0,0.0,"  1,557 ",  664 ,  47 ,0.44,0.02,0.48,0.02,0.01,0.0,0.01,0.01,"  1,142 ","  1,027 ",0.29,0.02,,,0.46,0.02,0.4,0.03,,,0.5,0.02,0.01,0.01,,,0.0,0.0,0.02,0.03,,,0.003,0.003,  833 ,  332 ,,  723 ,  332 ,
22,LOUISIANA,125,3500,Baton Rouge,0.4,0.02,0.02,0.01,"  1,419 ",0.34,0.02,,,0.51,0.03,0.02,0.01,,,0.0,0.0,  451 ,"  1,017 ",,0.42,0.02,0.38,0.02,0.0,0.0,0.04,0.02,  719 ,  697 ,0.37,0.02,,,0.53,0.04,0.32,0.03,,,0.5,0.04,0.0,0.0,,,-0.01,0.0,0.06,0.03,,,-0.006,0.006,  226 ,  523 ,,  226 ,  492 ,
22,LOUISIANA,127,4003,Ruston,0.4,0.01,0.03,0.01,"  2,785 ",0.35,0.01,,,0.46,0.01,0.04,0.01,,,0.02,0.01,"  1,428 ","  1,301 ",,0.41,0.01,0.39,0.01,0.0,0.0,0.06,0.01,"  1,406 ","  1,380 ",0.35,0.02,,,0.47,0.02,0.34,0.02,,,0.45,0.02,0.0,0.0,,,0.0,0.0,0.1,0.03,,,0.035,0.014,  715 ,  666 ,,  713 ,  636 ,
23,MAINE,1,20100,Portland,0.41,0.0,0.01,0.0,"  10,740 ",0.39,0.03,0.36,0.03,0.42,0.0,0.03,0.02,0.0,0.0,0.01,0.0,"  9,899 ",  167 ,  214 ,0.42,0.01,0.4,0.01,0.0,0.0,0.02,0.0,"  5,526 ","  5,214 ",0.35,0.04,0.39,0.04,0.43,0.01,0.43,0.05,0.35,0.04,0.41,0.01,-0.01,0.01,0.0,0.01,0.0,0.0,0.12,0.07,0.0,0.01,0.024,0.004,"  5,092 ",  83 ,  107 ,"  4,807 ",  84 ,  108 
23,MAINE,3,20003,Presque Isle,0.42,0.01,0.01,0.0,"  9,016 ",0.39,0.06,0.34,0.04,0.44,0.01,0.1,0.07,0.01,0.01,0.01,0.0,"  8,312 ",  57 ,  119 ,0.43,0.01,0.42,0.01,0.0,0.0,0.02,0.0,"  4,596 ","  4,421 ",,,0.34,0.06,0.45,0.01,0.31,0.08,0.33,0.04,0.44,0.01,,,0.01,0.02,0.0,0.0,,,0.003,0.01,0.02,0.004,"  4,217 ",  25 ,  72 ,"  4,096 ",,  48 
23,MAINE,5,20100,Portland,0.43,0.0,0.02,0.0,"  20,213 ",0.35,0.02,0.43,0.02,0.44,0.0,0.04,0.01,0.01,0.0,0.02,0.0,"  17,770 ",  657 ,  416 ,0.43,0.0,0.42,0.0,0.0,0.0,0.03,0.0,"  10,402 ","  9,812 ",0.37,0.03,0.41,0.03,0.45,0.01,0.33,0.03,0.44,0.03,0.43,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.022,0.02,0.029,0.004,"  9,084 ",  334 ,  230 ,"  8,681 ",  322 ,  190 
23,MAINE,7,20100,Portland,0.44,0.01,0.01,0.0,"  3,572 ",,,0.32,0.06,0.45,0.01,,,0.07,0.08,0.01,0.0,"  3,404 ",,  37 ,0.44,0.01,0.44,0.01,0.0,0.0,0.02,0.01,"  1,878 ","  1,696 ",,,,,0.45,0.01,,,,,0.45,0.01,,,,,0.0,0.0,,,,,0.018,0.006,"  1,766 ",,,"  1,637 ",,
23,MAINE,9,20001,Bangor,0.42,0.01,0.01,0.0,"  5,685 ",,,0.39,0.05,0.43,0.01,,,0.0,0.01,0.01,0.0,"  5,334 ",,  97 ,0.42,0.01,0.41,0.01,0.0,0.0,0.01,0.0,"  3,043 ","  2,648 ",,,0.29,0.07,0.44,0.01,,,0.47,0.07,0.42,0.01,,,0.0,0.02,0.0,0.0,,,,,0.014,0.003,"  2,845 ",,  56 ,"  2,494 ",,  42 
23,MAINE,11,20100,Portland,0.42,0.0,0.01,0.0,"  12,484 ",0.41,0.06,0.37,0.03,0.43,0.0,0.02,0.01,0.07,0.03,0.01,0.0,"  11,663 ",  64 ,  181 ,0.44,0.01,0.4,0.01,0.0,0.0,0.03,0.0,"  6,254 ","  6,227 ",0.56,0.1,0.4,0.04,0.44,0.01,0.35,0.07,0.31,0.04,0.41,0.01,0.01,0.03,-0.01,0.01,0.0,0.0,,,0.172,0.07,0.024,0.004,"  5,837 ",  49 ,  96 ,"  5,823 ",  20 ,  85 
23,MAINE,13,20001,Bangor,0.42,0.01,0.01,0.0,"  4,434 ",,,0.41,0.06,0.43,0.01,,,-0.01,0.01,0.01,0.0,"  4,241 ",,  40 ,0.43,0.01,0.4,0.01,0.0,0.0,0.02,0.01,"  2,308 ","  2,130 ",,,,,0.44,0.01,,,0.45,0.08,0.42,0.01,,,,,0.0,0.0,,,0.005,0.02,0.021,0.006,"  2,222 ",,  21 ,"  2,024 ",,
23,MAINE,15,20100,Portland,0.42,0.01,0.01,0.0,"  3,758 ",,,0.39,0.06,0.44,0.01,,,0.09,0.07,0.01,0.0,"  3,565 ",,  43 ,0.44,0.01,0.41,0.01,0.0,0.0,0.02,0.01,"  1,864 ","  1,895 ",,,,,0.45,0.01,,,,,0.43,0.01,,,,,0.0,0.0,,,,,0.014,0.004,"  1,763 ",,,"  1,803 ",,
23,MAINE,17,20100,Portland,0.41,0.01,0.01,0.0,"  7,230 ",0.39,0.07,0.38,0.05,0.42,0.01,,,-0.01,0.01,0.01,0.0,"  6,879 ",  27 ,  72 ,0.42,0.01,0.41,0.01,0.0,0.0,0.02,0.0,"  3,620 ","  3,610 ",,,0.39,0.07,0.42,0.01,,,0.39,0.06,0.42,0.01,,,-0.03,0.02,0.0,0.0,,,0.015,0.03,0.017,0.004,"  3,429 ",,  39 ,"  3,451 ",,  32 
23,MAINE,19,20001,Bangor,0.41,0.0,0.01,0.0,"  14,558 ",0.41,0.04,0.45,0.04,0.42,0.0,0.0,0.01,0.0,0.0,0.01,0.0,"  13,533 ",  135 ,  155 ,0.41,0.01,0.4,0.01,0.0,0.0,0.02,0.0,"  7,290 ","  7,261 ",0.44,0.06,0.46,0.06,0.42,0.01,0.4,0.05,0.43,0.05,0.41,0.01,-0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.03,0.006,0.01,0.021,0.003,"  6,764 ",  76 ,  81 ,"  6,760 ",  58 ,  73 
23,MAINE,21,20001,Bangor,0.45,0.01,0.01,0.0,"  2,345 ",,,,,0.46,0.01,,,,,0.01,0.0,"  2,251 ",,,0.46,0.01,0.45,0.01,0.0,0.0,0.02,0.01,"  1,155 ","  1,191 ",,,,,0.47,0.01,,,,,0.46,0.02,,,,,0.0,0.0,,,,,0.017,0.007,"  1,108 ",,,"  1,144 ",,
23,MAINE,23,20100,Portland,0.4,0.01,0.01,0.0,"  3,713 ",0.35,0.04,0.39,0.04,0.41,0.01,0.02,0.01,0.0,0.01,0.01,0.0,"  3,358 ",  91 ,  70 ,0.41,0.01,0.39,0.01,0.0,0.0,0.02,0.01,"  1,952 ","  1,762 ",0.34,0.05,0.36,0.05,0.42,0.01,0.36,0.07,0.42,0.07,0.4,0.01,0.0,0.02,-0.02,0.01,0.0,0.0,0.0,0.03,-0.012,0.01,0.023,0.006,"  1,761 ",  50 ,  30 ,"  1,598 ",  41 ,  42 
23,MAINE,25,20100,Portland,0.41,0.01,0.02,0.0,"  6,733 ",,,0.39,0.04,0.42,0.01,,,0.08,0.05,0.02,0.0,"  6,409 ",,  58 ,0.42,0.01,0.41,0.01,0.01,0.0,0.03,0.01,"  3,352 ","  3,386 ",,,0.42,0.06,0.43,0.01,,,0.31,0.07,0.42,0.01,,,0.08,0.03,0.01,0.0,,,,,0.031,0.006,"  3,175 ",,  24 ,"  3,240 ",,  31 
23,MAINE,27,20001,Bangor,0.4,0.01,0.01,0.0,"  5,127 ",,,0.36,0.06,0.41,0.01,,,-0.01,0.02,0.01,0.0,"  4,905 ",,  53 ,0.41,0.01,0.4,0.01,0.0,0.0,0.02,0.01,"  2,650 ","  2,475 ",,,0.4,0.07,0.42,0.01,,,,,0.41,0.01,,,,,0.0,0.0,,,,,0.022,0.006,"  2,527 ",,,"  2,378 ",,  29 
23,MAINE,29,20002,Calais,0.39,0.01,0.02,0.0,"  4,715 ",,,0.36,0.08,0.41,0.01,,,,,0.02,0.0,"  4,114 ",,  54 ,0.4,0.01,0.38,0.01,0.01,0.0,0.03,0.01,"  2,403 ","  2,311 ",,,,,0.42,0.01,,,,,0.39,0.01,,,,,0.0,0.0,,,,,0.034,0.008,"  2,111 ",,,"  2,003 ",,
23,MAINE,31,20600,Manchester,0.44,0.0,0.01,0.0,"  16,494 ",0.39,0.04,0.4,0.02,0.45,0.0,0.05,0.03,0.0,0.0,0.01,0.0,"  15,280 ",  141 ,  251 ,0.45,0.01,0.43,0.01,0.0,0.0,0.02,0.0,"  8,260 ","  8,231 ",0.42,0.04,0.46,0.04,0.46,0.01,0.33,0.06,0.35,0.03,0.44,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.12,0.08,0.008,0.01,0.023,0.003,"  7,643 ",  60 ,  125 ,"  7,634 ",  78 ,  125 
24,MARYLAND,1,17501,Cumberland,0.41,0.01,0.01,0.0,"  7,718 ",0.36,0.03,0.47,0.05,0.42,0.01,0.1,0.03,-0.01,0.01,0.01,0.0,"  7,079 ",  349 ,  64 ,0.42,0.01,0.41,0.01,0.0,0.0,0.02,0.0,"  3,960 ","  3,759 ",0.39,0.03,0.47,0.06,0.43,0.01,0.33,0.03,0.49,0.09,0.42,0.01,0.03,0.02,-0.01,0.01,0.0,0.0,0.16,0.06,,,0.015,0.004,"  3,596 ",  210 ,  29 ,"  3,484 ",  138 ,  35 
24,MARYLAND,3,11302,Baltimore,0.41,0.0,0.03,0.0,"  34,523 ",0.35,0.0,0.45,0.01,0.44,0.0,0.06,0.0,0.01,0.0,0.02,0.0,"  19,800 ","  10,827 ","  1,621 ",0.43,0.0,0.39,0.0,0.0,0.0,0.06,0.0,"  17,780 ","  16,745 ",0.37,0.01,0.48,0.01,0.46,0.0,0.33,0.01,0.4,0.01,0.43,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.013,0.0,0.036,0.004,"  10,236 ","  5,564 ",  846 ,"  9,565 ","  5,266 ",  777 
24,MARYLAND,5,11302,Baltimore,0.41,0.0,0.03,0.0,"  62,339 ",0.36,0.0,0.44,0.01,0.46,0.0,0.05,0.0,0.02,0.0,0.02,0.0,"  30,336 ","  26,639 ","  1,892 ",0.43,0.0,0.39,0.0,0.0,0.0,0.06,0.0,"  31,635 ","  30,698 ",0.39,0.0,0.46,0.01,0.47,0.0,0.32,0.0,0.42,0.01,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.035,0.01,0.041,0.003,"  15,485 ","  13,453 ",  934 ,"  14,849 ","  13,179 ",  957 
24,MARYLAND,9,11304,Washington DC,0.43,0.01,0.04,0.01,"  5,187 ",0.38,0.01,0.47,0.04,0.47,0.01,0.06,0.01,0.0,0.0,0.03,0.01,"  3,326 ","  1,633 ",  123 ,0.46,0.01,0.41,0.01,0.01,0.0,0.06,0.01,"  2,706 ","  2,481 ",0.42,0.02,0.49,0.04,0.49,0.01,0.36,0.01,0.44,0.06,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.11,0.02,0.007,0.01,0.045,0.01,"  1,716 ",  885 ,  46 ,"  1,610 ",  742 ,  75 
24,MARYLAND,11,19902,Easton,0.37,0.01,0.04,0.01,"  4,190 ",0.32,0.01,0.44,0.05,0.4,0.01,0.09,0.02,0.01,0.01,0.03,0.01,"  2,818 ","  1,113 ",  151 ,0.39,0.01,0.36,0.01,0.01,0.0,0.08,0.01,"  2,151 ","  2,040 ",0.34,0.01,0.38,0.06,0.42,0.01,0.3,0.01,0.5,0.06,0.39,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.19,0.04,-0.004,0.02,0.049,0.014,"  1,445 ",  548 ,  98 ,"  1,372 ",  565 ,  56 
24,MARYLAND,13,11302,Baltimore,0.46,0.01,0.02,0.0,"  9,316 ",0.33,0.02,0.44,0.03,0.48,0.01,0.05,0.02,0.0,0.0,0.02,0.0,"  8,257 ",  453 ,  166 ,0.46,0.01,0.45,0.01,0.0,0.0,0.03,0.01,"  4,862 ","  4,454 ",0.34,0.02,0.48,0.04,0.48,0.01,0.32,0.03,0.41,0.04,0.47,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.03,0.001,0.0,0.03,0.005,"  4,337 ",  245 ,  81 ,"  3,921 ",  205 ,  85 
24,MARYLAND,15,19800,Wilmington,0.39,0.01,0.03,0.0,"  8,112 ",0.34,0.01,0.44,0.03,0.41,0.01,0.07,0.02,0.0,0.0,0.03,0.0,"  6,823 ",  651 ,  253 ,0.4,0.01,0.38,0.01,0.01,0.0,0.06,0.01,"  4,156 ","  3,956 ",0.37,0.02,0.41,0.04,0.42,0.01,0.32,0.02,0.47,0.04,0.4,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.16,0.04,0.012,0.01,0.053,0.009,"  3,484 ",  336 ,  132 ,"  3,339 ",  314 ,  122 
24,MARYLAND,17,11304,Washington DC,0.42,0.0,0.04,0.0,"  10,031 ",0.36,0.01,0.45,0.02,0.49,0.01,0.07,0.01,0.01,0.0,0.02,0.0,"  4,378 ","  4,972 ",  301 ,0.44,0.01,0.4,0.01,0.0,0.0,0.08,0.01,"  5,079 ","  4,952 ",0.4,0.01,0.46,0.03,0.49,0.01,0.32,0.01,0.44,0.03,0.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.004,0.0,0.029,0.007,"  2,273 ","  2,430 ",  164 ,"  2,104 ","  2,537 ",  139 
24,MARYLAND,19,19902,Easton,0.37,0.01,0.03,0.01,"  4,294 ",0.32,0.01,0.34,0.04,0.44,0.01,0.03,0.01,-0.01,0.01,0.02,0.01,"  1,970 ","  2,163 ",  83 ,0.38,0.01,0.37,0.01,0.0,0.0,0.05,0.01,"  2,140 ","  2,158 ",0.33,0.01,0.28,0.05,0.44,0.02,0.32,0.01,0.46,0.07,0.44,0.01,0.0,0.0,0.01,0.02,0.01,0.0,0.07,0.02,-0.029,0.02,0.041,0.013,"  1,019 ","  1,038 ",  38 ,  951 ,"  1,126 ",  43 
24,MARYLAND,21,11304,Washington DC,0.43,0.0,0.03,0.0,"  13,601 ",0.34,0.01,0.46,0.02,0.47,0.0,0.09,0.01,0.01,0.0,0.02,0.0,"  10,119 ","  2,079 ",  656 ,0.45,0.01,0.42,0.01,0.01,0.0,0.05,0.01,"  6,894 ","  6,705 ",0.37,0.01,0.46,0.03,0.48,0.01,0.32,0.01,0.46,0.02,0.45,0.01,0.01,0.0,0.0,0.0,0.01,0.0,0.18,0.02,0.017,0.01,0.028,0.005,"  5,095 ","  1,105 ",  366 ,"  5,024 ",  976 ,  291 
24,MARYLAND,23,17501,Cumberland,0.45,0.01,0.01,0.0,"  4,141 ",,,0.52,0.06,0.46,0.01,,,,,0.01,0.0,"  4,023 ",,  34 ,0.46,0.01,0.44,0.01,0.0,0.0,0.01,0.01,"  2,091 ","  2,049 ",,,,,0.46,0.01,,,,,0.45,0.01,,,,,0.0,0.0,,,,,0.012,0.003,"  2,039 ",,,"  1,982 ",,
24,MARYLAND,25,11302,Baltimore,0.41,0.0,0.03,0.0,"  15,780 ",0.35,0.01,0.44,0.01,0.45,0.0,0.07,0.01,0.02,0.01,0.03,0.0,"  10,574 ","  3,648 ",  611 ,0.43,0.01,0.4,0.01,0.01,0.0,0.07,0.01,"  8,036 ","  7,743 ",0.37,0.01,0.45,0.02,0.46,0.01,0.32,0.01,0.41,0.02,0.44,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.14,0.02,0.048,0.02,0.046,0.006,"  5,419 ","  1,811 ",  281 ,"  5,155 ","  1,835 ",  327 
24,MARYLAND,27,11302,Baltimore,0.46,0.0,0.02,0.0,"  14,063 ",0.39,0.01,0.46,0.02,0.5,0.01,0.04,0.01,0.01,0.0,0.02,0.0,"  5,620 ","  4,711 ",  752 ,0.49,0.01,0.43,0.01,0.0,0.0,0.04,0.0,"  7,532 ","  6,540 ",0.42,0.01,0.49,0.02,0.52,0.01,0.37,0.01,0.44,0.02,0.47,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.01,0.013,0.0,0.033,0.007,"  3,001 ","  2,506 ",  417 ,"  2,624 ","  2,207 ",  340 
24,MARYLAND,29,19902,Easton,0.39,0.01,0.03,0.01,"  1,702 ",0.32,0.02,0.47,0.05,0.43,0.02,0.07,0.02,0.07,0.05,0.01,0.01,  968 ,  664 ,  70 ,0.39,0.02,0.38,0.02,0.0,0.0,0.07,0.02,  851 ,  850 ,0.31,0.02,0.46,0.08,0.43,0.02,0.32,0.02,0.46,0.07,0.44,0.02,0.0,0.0,-0.01,0.02,0.0,0.0,0.15,0.04,0.092,0.09,0.025,0.015,  461 ,  351 ,  45 ,  504 ,  315 ,  28 
24,MARYLAND,31,11304,Washington DC,0.48,0.0,0.01,0.0,"  69,344 ",0.42,0.0,0.5,0.0,0.51,0.0,0.03,0.0,0.01,0.0,0.01,0.0,"  15,973 ","  21,475 ","  18,871 ",0.51,0.0,0.45,0.0,0.0,0.0,0.03,0.0,"  35,138 ","  34,204 ",0.45,0.0,0.52,0.01,0.53,0.01,0.39,0.0,0.48,0.01,0.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.013,0.0,0.023,0.003,"  8,131 ","  10,767 ","  9,718 ","  7,841 ","  10,693 ","  9,156 "
24,MARYLAND,33,11304,Washington DC,0.39,0.0,0.03,0.0,"  98,422 ",0.38,0.0,0.46,0.0,0.46,0.0,0.04,0.0,0.01,0.0,0.02,0.0,"  7,618 ","  73,435 ","  11,707 ",0.42,0.0,0.36,0.0,0.0,0.0,0.07,0.0,"  50,371 ","  48,053 ",0.42,0.0,0.48,0.01,0.48,0.01,0.34,0.0,0.45,0.01,0.45,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.019,0.0,0.039,0.005,"  4,080 ","  36,962 ","  6,161 ","  3,543 ","  36,449 ","  5,555 "
24,MARYLAND,35,19902,Easton,0.43,0.01,0.03,0.01,"  3,353 ",0.34,0.01,0.43,0.06,0.47,0.01,0.08,0.02,0.01,0.02,0.02,0.0,"  2,529 ",  612 ,  50 ,0.45,0.01,0.42,0.01,0.01,0.0,0.05,0.01,"  1,734 ","  1,620 ",0.34,0.02,0.46,0.07,0.48,0.01,0.33,0.02,0.37,0.08,0.45,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.15,0.04,0.02,0.04,0.032,0.01,"  1,294 ",  326 ,  22 ,"  1,234 ",  288 ,  27 
24,MARYLAND,37,11304,Washington DC,0.42,0.01,0.03,0.0,"  7,636 ",0.34,0.01,0.43,0.03,0.47,0.01,0.08,0.01,0.0,0.0,0.02,0.0,"  4,848 ","  2,310 ",  174 ,0.44,0.01,0.4,0.01,0.0,0.0,0.06,0.01,"  3,896 ","  3,740 ",0.38,0.01,0.46,0.04,0.48,0.01,0.29,0.01,0.39,0.05,0.45,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.16,0.03,-0.015,0.01,0.033,0.008,"  2,479 ","  1,141 ",  70 ,"  2,368 ","  1,170 ",  102 
24,MARYLAND,39,19901,Dover,0.38,0.01,0.03,0.01,"  2,884 ",0.31,0.01,0.39,0.06,0.45,0.01,0.04,0.01,-0.01,0.01,0.02,0.01,"  1,347 ","  1,460 ",  53 ,0.39,0.01,0.37,0.01,0.0,0.0,0.06,0.01,"  1,469 ","  1,415 ",0.32,0.01,,,0.45,0.02,0.3,0.01,0.31,0.08,0.44,0.02,0.01,0.0,,,0.0,0.0,0.07,0.02,,,0.041,0.014,  698 ,  713 ,  23 ,  651 ,  746 ,
24,MARYLAND,41,19902,Easton,0.41,0.01,0.03,0.01,"  2,936 ",0.34,0.01,0.4,0.04,0.46,0.01,0.06,0.01,0.0,0.01,0.02,0.01,"  1,707 ","  1,023 ",  100 ,0.43,0.01,0.39,0.01,0.01,0.0,0.06,0.01,"  1,441 ","  1,496 ",0.37,0.02,0.44,0.06,0.49,0.02,0.31,0.02,0.37,0.05,0.44,0.02,0.02,0.01,0.01,0.01,0.0,0.0,0.11,0.03,0.01,0.02,0.043,0.015,  828 ,  517 ,  53 ,  879 ,  503 ,  47 
24,MARYLAND,43,17400,Hagerstown,0.41,0.0,0.03,0.0,"  12,506 ",0.32,0.01,0.41,0.02,0.42,0.0,0.11,0.02,0.02,0.01,0.02,0.0,"  10,282 ","  1,420 ",  301 ,0.41,0.01,0.4,0.01,0.01,0.0,0.06,0.01,"  6,397 ","  6,107 ",0.35,0.01,0.41,0.03,0.42,0.01,0.3,0.01,0.42,0.03,0.43,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.21,0.03,0.054,0.03,0.037,0.006,"  5,258 ",  771 ,  154 ,"  5,023 ",  651 ,  147 
24,MARYLAND,45,19901,Dover,0.38,0.0,0.04,0.0,"  10,495 ",0.33,0.01,0.42,0.03,0.43,0.01,0.07,0.01,0.0,0.0,0.02,0.0,"  4,767 ","  5,004 ",  385 ,0.4,0.01,0.36,0.01,0.0,0.0,0.08,0.01,"  5,215 ","  5,275 ",0.35,0.01,0.42,0.03,0.46,0.01,0.31,0.01,0.41,0.04,0.41,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.15,0.02,-0.003,0.01,0.029,0.007,"  2,363 ","  2,582 ",  188 ,"  2,405 ","  2,424 ",  196 
24,MARYLAND,47,19901,Dover,0.39,0.01,0.03,0.0,"  4,889 ",0.33,0.01,0.37,0.04,0.45,0.01,0.05,0.01,0.0,0.01,0.02,0.0,"  2,690 ","  1,919 ",  86 ,0.4,0.01,0.38,0.01,0.0,0.0,0.07,0.01,"  2,506 ","  2,382 ",0.34,0.01,0.39,0.06,0.46,0.01,0.33,0.01,0.35,0.06,0.44,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.13,0.02,-0.016,0.01,0.036,0.009,"  1,394 ",  987 ,  39 ,"  1,297 ",  934 ,  48 
24,MARYLAND,510,11302,Baltimore,0.32,0.0,0.05,0.0,"  118,414 ",0.31,0.0,0.37,0.01,0.39,0.0,0.06,0.0,0.02,0.01,0.03,0.0,"  14,305 ","  99,016 ","  2,210 ",0.35,0.0,0.29,0.0,0.0,0.0,0.11,0.0,"  59,899 ","  58,515 ",0.34,0.0,0.37,0.01,0.4,0.0,0.29,0.0,0.37,0.01,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.044,0.01,0.059,0.005,"  7,313 ","  49,841 ","  1,132 ","  6,993 ","  49,166 ","  1,075 "
25,MASSACHUSETTS,1,20500,Boston,0.45,0.0,0.01,0.0,"  16,131 ",0.35,0.02,0.37,0.02,0.47,0.0,0.07,0.02,0.04,0.01,0.01,0.0,"  13,380 ",  620 ,  613 ,0.47,0.01,0.43,0.01,0.0,0.0,0.02,0.0,"  8,284 ","  7,846 ",0.38,0.02,0.38,0.02,0.49,0.01,0.32,0.02,0.35,0.02,0.46,0.01,0.02,0.01,0.01,0.0,0.0,0.0,0.12,0.04,0.064,0.03,0.017,0.003,"  6,864 ",  296 ,  311 ,"  6,513 ",  323 ,  302 
25,MASSACHUSETTS,3,20902,Pittsfield,0.41,0.0,0.02,0.0,"  11,016 ",0.34,0.02,0.36,0.02,0.43,0.01,0.06,0.02,0.03,0.01,0.02,0.0,"  9,569 ",  516 ,  387 ,0.43,0.01,0.39,0.01,0.0,0.0,0.04,0.01,"  5,451 ","  5,566 ",0.37,0.03,0.4,0.04,0.44,0.01,0.31,0.03,0.31,0.03,0.4,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.12,0.05,0.045,0.03,0.033,0.006,"  4,726 ",  262 ,  193 ,"  4,842 ",  252 ,  194 
25,MASSACHUSETTS,5,20401,Providence,0.44,0.0,0.01,0.0,"  43,015 ",0.36,0.01,0.38,0.01,0.46,0.0,0.05,0.01,0.02,0.0,0.01,0.0,"  33,193 ","  2,045 ","  5,294 ",0.45,0.0,0.42,0.0,0.0,0.0,0.02,0.0,"  21,978 ","  21,034 ",0.38,0.01,0.39,0.01,0.47,0.0,0.35,0.01,0.38,0.01,0.45,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.035,0.01,0.017,0.002,"  16,873 ","  1,054 ","  2,741 ","  16,316 ",  992 ,"  2,555 "
25,MASSACHUSETTS,7,20403,Oak Bluffs,0.46,0.02,0.04,0.02,"  1,092 ",,,,,0.46,0.03,,,,,0.03,0.02,  802 ,,,0.53,0.03,0.39,0.03,0.01,0.01,0.11,0.05,  515 ,  578 ,,,,,0.53,0.04,,,,,0.4,0.04,,,,,0.0,0.0,,,,,0.067,0.045,  396 ,,,  407 ,,
